<<<<<<< HEAD
Date,Company,Closing Price,Daily Change (%),ROI (%),Volatility
2024-09-03 00:00:00+05:30,BAJAJFINSV.NS,1865.599976,1.361002205,19.64297347,1.370639458
2024-09-04 00:00:00+05:30,BAJAJFINSV.NS,1871.900024,0.337695589,19.64297347,1.370639458
2024-09-05 00:00:00+05:30,BAJAJFINSV.NS,1864.949951,-0.371284425,19.64297347,1.370639458
2024-09-06 00:00:00+05:30,BAJAJFINSV.NS,1857.150024,-0.41823786,19.64297347,1.370639458
2024-09-09 00:00:00+05:30,BAJAJFINSV.NS,1860.449951,0.177687678,19.64297347,1.370639458
2024-09-10 00:00:00+05:30,BAJAJFINSV.NS,1824.5,-1.932325626,19.64297347,1.370639458
2024-09-11 00:00:00+05:30,BAJAJFINSV.NS,1833.150024,0.474103832,19.64297347,1.370639458
2024-09-12 00:00:00+05:30,BAJAJFINSV.NS,1854.849976,1.18375206,19.64297347,1.370639458
2024-09-13 00:00:00+05:30,BAJAJFINSV.NS,1894.449951,2.134942238,19.64297347,1.370639458
2024-09-16 00:00:00+05:30,BAJAJFINSV.NS,1857.599976,-1.945154347,19.64297347,1.370639458
2024-09-17 00:00:00+05:30,BAJAJFINSV.NS,1848.699951,-0.479114154,19.64297347,1.370639458
2024-09-18 00:00:00+05:30,BAJAJFINSV.NS,1888.199951,2.136636612,19.64297347,1.370639458
2024-09-19 00:00:00+05:30,BAJAJFINSV.NS,1890.400024,0.116516963,19.64297347,1.370639458
2024-09-20 00:00:00+05:30,BAJAJFINSV.NS,1916.800049,1.396531108,19.64297347,1.370639458
2024-08-20 00:00:00+05:30,BAJFINANCE.NS,6722.200195,,12.79714937,1.578903076
2024-08-21 00:00:00+05:30,BAJFINANCE.NS,6735.350098,0.195619023,12.79714937,1.578903076
2024-08-22 00:00:00+05:30,BAJFINANCE.NS,6743.600098,0.122488065,12.79714937,1.578903076
2024-08-23 00:00:00+05:30,BAJFINANCE.NS,6735.850098,-0.114923778,12.79714937,1.578903076
2024-08-26 00:00:00+05:30,BAJFINANCE.NS,6778.350098,0.630952283,12.79714937,1.578903076
2024-08-27 00:00:00+05:30,BAJFINANCE.NS,6863.600098,1.257680686,12.79714937,1.578903076
2024-08-28 00:00:00+05:30,BAJFINANCE.NS,6900,0.530332505,12.79714937,1.578903076
2024-08-29 00:00:00+05:30,BAJFINANCE.NS,7063.549805,2.370287024,12.79714937,1.578903076
2024-08-30 00:00:00+05:30,BAJFINANCE.NS,7200.149902,1.933873214,12.79714937,1.578903076
2024-09-02 00:00:00+05:30,BAJFINANCE.NS,7440.049805,3.331873719,12.79714937,1.578903076
2024-09-03 00:00:00+05:30,BAJFINANCE.NS,7353.799805,-1.159266433,12.79714937,1.578903076
2024-09-04 00:00:00+05:30,BAJFINANCE.NS,7299.5,-0.738391119,12.79714937,1.578903076
2024-09-05 00:00:00+05:30,BAJFINANCE.NS,7244.899902,-0.747997776,12.79714937,1.578903076
2024-09-06 00:00:00+05:30,BAJFINANCE.NS,7317.149902,0.997253254,12.79714937,1.578903076
2024-09-09 00:00:00+05:30,BAJFINANCE.NS,7347.450195,0.414099661,12.79714937,1.578903076
2024-09-10 00:00:00+05:30,BAJFINANCE.NS,7241.850098,-1.437234617,12.79714937,1.578903076
2024-09-11 00:00:00+05:30,BAJFINANCE.NS,7345.549805,1.431950477,12.79714937,1.578903076
2024-09-12 00:00:00+05:30,BAJFINANCE.NS,7428.299805,1.12653242,12.79714937,1.578903076
2024-09-13 00:00:00+05:30,BAJFINANCE.NS,7598.5,2.291240254,12.79714937,1.578903076
2024-09-16 00:00:00+05:30,BAJFINANCE.NS,7345.75,-3.326314404,12.79714937,1.578903076
2024-09-17 00:00:00+05:30,BAJFINANCE.NS,7365.5,0.268862948,12.79714937,1.578903076
2024-09-18 00:00:00+05:30,BAJFINANCE.NS,7631.100098,3.606002276,12.79714937,1.578903076
2024-09-19 00:00:00+05:30,BAJFINANCE.NS,7590.350098,-0.533999023,12.79714937,1.578903076
2024-09-20 00:00:00+05:30,BAJFINANCE.NS,7582.450195,-0.104078234,12.79714937,1.578903076
2024-08-20 00:00:00+05:30,BHARTIARTL.NS,1449.150024,,18.12096547,1.34350883
2024-08-21 00:00:00+05:30,BHARTIARTL.NS,1463.449951,0.986780286,18.12096547,1.34350883
2024-08-22 00:00:00+05:30,BHARTIARTL.NS,1486.349976,1.564797238,18.12096547,1.34350883
2024-08-23 00:00:00+05:30,BHARTIARTL.NS,1506.75,1.372491321,18.12096547,1.34350883
2024-08-26 00:00:00+05:30,BHARTIARTL.NS,1513.550049,0.451305713,18.12096547,1.34350883
2024-08-27 00:00:00+05:30,BHARTIARTL.NS,1522.75,0.607839244,18.12096547,1.34350883
2024-08-28 00:00:00+05:30,BHARTIARTL.NS,1556.349976,2.206532628,18.12096547,1.34350883
2024-08-29 00:00:00+05:30,BHARTIARTL.NS,1565.900024,0.613618336,18.12096547,1.34350883
2024-08-30 00:00:00+05:30,BHARTIARTL.NS,1589.050049,1.478384575,18.12096547,1.34350883
2024-09-02 00:00:00+05:30,BHARTIARTL.NS,1571.349976,-1.113877644,18.12096547,1.34350883
2024-09-03 00:00:00+05:30,BHARTIARTL.NS,1560.599976,-0.684125126,18.12096547,1.34350883
2024-09-04 00:00:00+05:30,BHARTIARTL.NS,1561.900024,0.083304424,18.12096547,1.34350883
2024-09-05 00:00:00+05:30,BHARTIARTL.NS,1547.199951,-0.941166081,18.12096547,1.34350883
2024-09-06 00:00:00+05:30,BHARTIARTL.NS,1539.25,-0.513828298,18.12096547,1.34350883
2024-09-09 00:00:00+05:30,BHARTIARTL.NS,1542.650024,0.220888382,18.12096547,1.34350883
2024-09-10 00:00:00+05:30,BHARTIARTL.NS,1577.849976,2.281784631,18.12096547,1.34350883
2024-09-11 00:00:00+05:30,BHARTIARTL.NS,1577.800049,-0.003164227,18.12096547,1.34350883
2024-09-12 00:00:00+05:30,BHARTIARTL.NS,1646.75,4.370005643,18.12096547,1.34350883
2024-09-13 00:00:00+05:30,BHARTIARTL.NS,1634.449951,-0.746928728,18.12096547,1.34350883
2024-09-16 00:00:00+05:30,BHARTIARTL.NS,1635.449951,0.061182663,18.12096547,1.34350883
2024-09-17 00:00:00+05:30,BHARTIARTL.NS,1661.75,1.608123123,18.12096547,1.34350883
2024-09-18 00:00:00+05:30,BHARTIARTL.NS,1654.900024,-0.412214568,18.12096547,1.34350883
2024-09-19 00:00:00+05:30,BHARTIARTL.NS,1664.849976,0.601241829,18.12096547,1.34350883
2024-09-20 00:00:00+05:30,BHARTIARTL.NS,1711.75,2.817072115,18.12096547,1.34350883
2024-08-20 00:00:00+05:30,BPCL.NS,349.3999939,,-5.208924444,1.30078701
2024-08-21 00:00:00+05:30,BPCL.NS,351.2000122,0.51517411,-5.208924444,1.30078701
2024-08-22 00:00:00+05:30,BPCL.NS,350.1000061,-0.313213572,-5.208924444,1.30078701
2024-08-23 00:00:00+05:30,BPCL.NS,352.2000122,0.599830353,-5.208924444,1.30078701
2024-08-26 00:00:00+05:30,BPCL.NS,351.1499939,-0.298131253,-5.208924444,1.30078701
2024-08-27 00:00:00+05:30,BPCL.NS,349.0499878,-0.598036776,-5.208924444,1.30078701
2024-08-28 00:00:00+05:30,BPCL.NS,348.1499939,-0.257840976,-5.208924444,1.30078701
2024-08-29 00:00:00+05:30,BPCL.NS,356.4500122,2.384035173,-5.208924444,1.30078701
2024-08-30 00:00:00+05:30,BPCL.NS,357.6499939,0.336647959,-5.208924444,1.30078701
2024-09-02 00:00:00+05:30,BPCL.NS,358.4500122,0.223687495,-5.208924444,1.30078701
2024-09-03 00:00:00+05:30,BPCL.NS,355.3999939,-0.850890837,-5.208924444,1.30078701
2024-09-04 00:00:00+05:30,BPCL.NS,357.25,0.520541963,-5.208924444,1.30078701
2024-09-05 00:00:00+05:30,BPCL.NS,360.7000122,0.965713704,-5.208924444,1.30078701
2024-09-06 00:00:00+05:30,BPCL.NS,352.1499939,-2.370395903,-5.208924444,1.30078701
2024-09-09 00:00:00+05:30,BPCL.NS,347.7999878,-1.235270816,-5.208924444,1.30078701
2024-09-10 00:00:00+05:30,BPCL.NS,345.9500122,-0.531907893,-5.208924444,1.30078701
2024-09-11 00:00:00+05:30,BPCL.NS,340.25,-1.647640412,-5.208924444,1.30078701
2024-09-12 00:00:00+05:30,BPCL.NS,344.2999878,1.190297661,-5.208924444,1.30078701
2024-09-13 00:00:00+05:30,BPCL.NS,342.2999878,-0.58088878,-5.208924444,1.30078701
2024-09-16 00:00:00+05:30,BPCL.NS,340.6499939,-0.482031538,-5.208924444,1.30078701
2024-09-17 00:00:00+05:30,BPCL.NS,338.3999939,-0.660501993,-5.208924444,1.30078701
2024-09-18 00:00:00+05:30,BPCL.NS,336.1000061,-0.679665436,-5.208924444,1.30078701
2024-09-19 00:00:00+05:30,BPCL.NS,324.4500122,-3.46622841,-5.208924444,1.30078701
2024-09-20 00:00:00+05:30,BPCL.NS,331.2000122,2.08044375,-5.208924444,1.30078701
2024-08-20 00:00:00+05:30,BRITANNIA.NS,5765.799805,,7.713587274,0.934110866
2024-08-21 00:00:00+05:30,BRITANNIA.NS,5837.350098,1.240943068,7.713587274,0.934110866
2024-08-22 00:00:00+05:30,BRITANNIA.NS,5836.799805,-0.009427102,7.713587274,0.934110866
2024-08-23 00:00:00+05:30,BRITANNIA.NS,5792.649902,-0.756405973,7.713587274,0.934110866
2024-08-26 00:00:00+05:30,BRITANNIA.NS,5796.950195,0.07423706,7.713587274,0.934110866
2024-08-27 00:00:00+05:30,BRITANNIA.NS,5764.299805,-0.563233934,7.713587274,0.934110866
2024-08-28 00:00:00+05:30,BRITANNIA.NS,5703.350098,-1.057365319,7.713587274,0.934110866
2024-08-29 00:00:00+05:30,BRITANNIA.NS,5831.399902,2.245168234,7.713587274,0.934110866
2024-08-30 00:00:00+05:30,BRITANNIA.NS,5855.25,0.408994376,7.713587274,0.934110866
2024-09-02 00:00:00+05:30,BRITANNIA.NS,5922.149902,1.142562697,7.713587274,0.934110866
2024-09-03 00:00:00+05:30,BRITANNIA.NS,5916.049805,-0.103004783,7.713587274,0.934110866
2024-09-04 00:00:00+05:30,BRITANNIA.NS,5926.549805,0.177483293,7.713587274,0.934110866
2024-09-05 00:00:00+05:30,BRITANNIA.NS,5850,-1.291641971,7.713587274,0.934110866
2024-09-06 00:00:00+05:30,BRITANNIA.NS,5843.549805,-0.110259749,7.713587274,0.934110866
2024-09-09 00:00:00+05:30,BRITANNIA.NS,5939.450195,1.641132425,7.713587274,0.934110866
2024-09-10 00:00:00+05:30,BRITANNIA.NS,5969.899902,0.512668783,7.713587274,0.934110866
2024-09-11 00:00:00+05:30,BRITANNIA.NS,6008.649902,0.64908961,7.713587274,0.934110866
2024-09-12 00:00:00+05:30,BRITANNIA.NS,6109.25,1.674254604,7.713587274,0.934110866
2024-09-13 00:00:00+05:30,BRITANNIA.NS,6133.100098,0.390393218,7.713587274,0.934110866
2024-09-16 00:00:00+05:30,BRITANNIA.NS,6063,-1.14297984,7.713587274,0.934110866
2024-09-17 00:00:00+05:30,BRITANNIA.NS,6111.049805,0.792508736,7.713587274,0.934110866
2024-09-18 00:00:00+05:30,BRITANNIA.NS,6123.25,0.199641562,7.713587274,0.934110866
2024-09-19 00:00:00+05:30,BRITANNIA.NS,6134.5,0.183725963,7.713587274,0.934110866
2024-09-20 00:00:00+05:30,BRITANNIA.NS,6210.549805,1.239706654,7.713587274,0.934110866
2024-08-20 00:00:00+05:30,CIPLA.NS,1562.849976,,4.850116775,1.012159028
2024-08-21 00:00:00+05:30,CIPLA.NS,1594.599976,2.031544966,4.850116775,1.012159028
2024-08-22 00:00:00+05:30,CIPLA.NS,1585.800049,-0.551857951,4.850116775,1.012159028
2024-08-23 00:00:00+05:30,CIPLA.NS,1574.550049,-0.709421091,4.850116775,1.012159028
2024-08-26 00:00:00+05:30,CIPLA.NS,1593.949951,1.232091819,4.850116775,1.012159028
2024-08-27 00:00:00+05:30,CIPLA.NS,1598.050049,0.257228758,4.850116775,1.012159028
2024-08-28 00:00:00+05:30,CIPLA.NS,1618.199951,1.260905587,4.850116775,1.012159028
2024-08-29 00:00:00+05:30,CIPLA.NS,1618.550049,0.021635006,4.850116775,1.012159028
2024-08-30 00:00:00+05:30,CIPLA.NS,1654.900024,2.245835747,4.850116775,1.012159028
2024-09-02 00:00:00+05:30,CIPLA.NS,1646.650024,-0.498519541,4.850116775,1.012159028
2024-09-03 00:00:00+05:30,CIPLA.NS,1653.199951,0.397772852,4.850116775,1.012159028
2024-09-04 00:00:00+05:30,CIPLA.NS,1651.900024,-0.078630946,4.850116775,1.012159028
2024-09-05 00:00:00+05:30,CIPLA.NS,1627.75,-1.461954359,4.850116775,1.012159028
2024-09-06 00:00:00+05:30,CIPLA.NS,1611.050049,-1.025953075,4.850116775,1.012159028
2024-09-09 00:00:00+05:30,CIPLA.NS,1620.150024,0.564847479,4.850116775,1.012159028
2024-09-10 00:00:00+05:30,CIPLA.NS,1632,0.73141224,4.850116775,1.012159028
2024-09-11 00:00:00+05:30,CIPLA.NS,1628.349976,-0.223653457,4.850116775,1.012159028
2024-09-12 00:00:00+05:30,CIPLA.NS,1657.25,1.77480424,4.850116775,1.012159028
2024-09-13 00:00:00+05:30,CIPLA.NS,1659.699951,0.147832323,4.850116775,1.012159028
2024-09-16 00:00:00+05:30,CIPLA.NS,1659.400024,-0.018071143,4.850116775,1.012159028
2024-09-17 00:00:00+05:30,CIPLA.NS,1671.800049,0.747259505,4.850116775,1.012159028
2024-09-18 00:00:00+05:30,CIPLA.NS,1651.599976,-1.208282848,4.850116775,1.012159028
2024-09-19 00:00:00+05:30,CIPLA.NS,1637.699951,-0.841609628,4.850116775,1.012159028
2024-09-20 00:00:00+05:30,CIPLA.NS,1638.650024,0.058012656,4.850116775,1.012159028
