<<<<<<< HEAD
Date,Company,Closing Price,Daily Change (%),ROI (%),Volatility
2024-08-20 00:00:00+05:30,ADANIGREEN.NS,1924.599976,,4.12293342,2.467824884
2024-08-21 00:00:00+05:30,ADANIGREEN.NS,1920.849976,-0.194845685,4.12293342,2.467824884
2024-08-22 00:00:00+05:30,ADANIGREEN.NS,1886.349976,-1.796079883,4.12293342,2.467824884
2024-08-23 00:00:00+05:30,ADANIGREEN.NS,1900.900024,0.771333476,4.12293342,2.467824884
2024-08-26 00:00:00+05:30,ADANIGREEN.NS,1888.900024,-0.631279912,4.12293342,2.467824884
2024-08-27 00:00:00+05:30,ADANIGREEN.NS,1886.800049,-0.111174523,4.12293342,2.467824884
2024-08-28 00:00:00+05:30,ADANIGREEN.NS,1861.099976,-1.362098398,4.12293342,2.467824884
2024-08-29 00:00:00+05:30,ADANIGREEN.NS,1829.650024,-1.689858234,4.12293342,2.467824884
2024-08-30 00:00:00+05:30,ADANIGREEN.NS,1838.150024,0.46456972,4.12293342,2.467824884
2024-09-02 00:00:00+05:30,ADANIGREEN.NS,1945.699951,5.850987424,4.12293342,2.467824884
2024-09-03 00:00:00+05:30,ADANIGREEN.NS,1897.900024,-2.456695686,4.12293342,2.467824884
2024-09-04 00:00:00+05:30,ADANIGREEN.NS,1930.900024,1.738763875,4.12293342,2.467824884
2024-09-05 00:00:00+05:30,ADANIGREEN.NS,1890.300049,-2.102645143,4.12293342,2.467824884
2024-09-06 00:00:00+05:30,ADANIGREEN.NS,1863.300049,-1.42834467,4.12293342,2.467824884
2024-09-09 00:00:00+05:30,ADANIGREEN.NS,1865.75,0.131484522,4.12293342,2.467824884
2024-09-10 00:00:00+05:30,ADANIGREEN.NS,1849.699951,-0.860246487,4.12293342,2.467824884
2024-09-11 00:00:00+05:30,ADANIGREEN.NS,1814.449951,-1.90571449,4.12293342,2.467824884
2024-09-12 00:00:00+05:30,ADANIGREEN.NS,1811.900024,-0.140534422,4.12293342,2.467824884
2024-09-13 00:00:00+05:30,ADANIGREEN.NS,1788.199951,-1.308023231,4.12293342,2.467824884
2024-09-16 00:00:00+05:30,ADANIGREEN.NS,1930.800049,7.974505176,4.12293342,2.467824884
2024-09-17 00:00:00+05:30,ADANIGREEN.NS,1954.400024,1.222289983,4.12293342,2.467824884
2024-09-18 00:00:00+05:30,ADANIGREEN.NS,1950.800049,-0.184198503,4.12293342,2.467824884
2024-09-19 00:00:00+05:30,ADANIGREEN.NS,1962.949951,0.622816385,4.12293342,2.467824884
2024-09-20 00:00:00+05:30,ADANIGREEN.NS,2003.949951,2.08869309,4.12293342,2.467824884
2024-08-20 00:00:00+05:30,ADANIPORTS.NS,1492.550049,,-3.607925758,1.155982874
2024-08-21 00:00:00+05:30,ADANIPORTS.NS,1503.5,0.733640469,-3.607925758,1.155982874
2024-08-22 00:00:00+05:30,ADANIPORTS.NS,1492.300049,-0.744925253,-3.607925758,1.155982874
2024-08-23 00:00:00+05:30,ADANIPORTS.NS,1491.300049,-0.067010653,-3.607925758,1.155982874
2024-08-26 00:00:00+05:30,ADANIPORTS.NS,1482.550049,-0.586736385,-3.607925758,1.155982874
2024-08-27 00:00:00+05:30,ADANIPORTS.NS,1478.349976,-0.283300604,-3.607925758,1.155982874
2024-08-28 00:00:00+05:30,ADANIPORTS.NS,1469.800049,-0.578342537,-3.607925758,1.155982874
2024-08-29 00:00:00+05:30,ADANIPORTS.NS,1476.050049,0.425227908,-3.607925758,1.155982874
2024-08-30 00:00:00+05:30,ADANIPORTS.NS,1481.900024,0.396326371,-3.607925758,1.155982874
2024-09-02 00:00:00+05:30,ADANIPORTS.NS,1494.5,0.85025814,-3.607925758,1.155982874
2024-09-03 00:00:00+05:30,ADANIPORTS.NS,1479.550049,-1.000331293,-3.607925758,1.155982874
2024-09-04 00:00:00+05:30,ADANIPORTS.NS,1472.099976,-0.503536413,-3.607925758,1.155982874
2024-09-05 00:00:00+05:30,ADANIPORTS.NS,1465.550049,-0.444937631,-3.607925758,1.155982874
2024-09-06 00:00:00+05:30,ADANIPORTS.NS,1442.400024,-1.579613363,-3.607925758,1.155982874
2024-09-09 00:00:00+05:30,ADANIPORTS.NS,1435.900024,-0.450637818,-3.607925758,1.155982874
2024-09-10 00:00:00+05:30,ADANIPORTS.NS,1453.400024,1.218747803,-3.607925758,1.155982874
2024-09-11 00:00:00+05:30,ADANIPORTS.NS,1430.599976,-1.568738712,-3.607925758,1.155982874
2024-09-12 00:00:00+05:30,ADANIPORTS.NS,1472.599976,2.93583117,-3.607925758,1.155982874
2024-09-13 00:00:00+05:30,ADANIPORTS.NS,1452.099976,-1.392095636,-3.607925758,1.155982874
2024-09-16 00:00:00+05:30,ADANIPORTS.NS,1440.699951,-0.785071593,-3.607925758,1.155982874
2024-09-17 00:00:00+05:30,ADANIPORTS.NS,1426.599976,-0.978689253,-3.607925758,1.155982874
2024-09-18 00:00:00+05:30,ADANIPORTS.NS,1428.800049,0.15421795,-3.607925758,1.155982874
2024-09-19 00:00:00+05:30,ADANIPORTS.NS,1408.199951,-1.441776102,-3.607925758,1.155982874
2024-09-20 00:00:00+05:30,ADANIPORTS.NS,1438.699951,2.165885603,-3.607925758,1.155982874
2024-08-20 00:00:00+05:30,ASIANPAINT.NS,3103.199951,,6.565803145,0.985918095
2024-08-21 00:00:00+05:30,ASIANPAINT.NS,3151.550049,1.558072261,6.565803145,0.985918095
2024-08-22 00:00:00+05:30,ASIANPAINT.NS,3186.600098,1.112152696,6.565803145,0.985918095
2024-08-23 00:00:00+05:30,ASIANPAINT.NS,3154.649902,-1.002642137,6.565803145,0.985918095
2024-08-26 00:00:00+05:30,ASIANPAINT.NS,3171.350098,0.529383476,6.565803145,0.985918095
2024-08-27 00:00:00+05:30,ASIANPAINT.NS,3166.199951,-0.162396025,6.565803145,0.985918095
2024-08-28 00:00:00+05:30,ASIANPAINT.NS,3125.5,-1.285451071,6.565803145,0.985918095
2024-08-29 00:00:00+05:30,ASIANPAINT.NS,3115.850098,-0.308747475,6.565803145,0.985918095
2024-08-30 00:00:00+05:30,ASIANPAINT.NS,3126.800049,0.351427406,6.565803145,0.985918095
2024-09-02 00:00:00+05:30,ASIANPAINT.NS,3150.949951,0.772351988,6.565803145,0.985918095
2024-09-03 00:00:00+05:30,ASIANPAINT.NS,3154.850098,0.123776847,6.565803145,0.985918095
2024-09-04 00:00:00+05:30,ASIANPAINT.NS,3231.649902,2.43434085,6.565803145,0.985918095
2024-09-05 00:00:00+05:30,ASIANPAINT.NS,3238.25,0.204233065,6.565803145,0.985918095
2024-09-06 00:00:00+05:30,ASIANPAINT.NS,3273.699951,1.094725582,6.565803145,0.985918095
2024-09-09 00:00:00+05:30,ASIANPAINT.NS,3280.75,0.215354154,6.565803145,0.985918095
2024-09-10 00:00:00+05:30,ASIANPAINT.NS,3295.050049,0.435877431,6.565803145,0.985918095
2024-09-11 00:00:00+05:30,ASIANPAINT.NS,3367.449951,2.197232251,6.565803145,0.985918095
2024-09-12 00:00:00+05:30,ASIANPAINT.NS,3383.25,0.469199218,6.565803145,0.985918095
2024-09-13 00:00:00+05:30,ASIANPAINT.NS,3358.050049,-0.744844489,6.565803145,0.985918095
2024-09-16 00:00:00+05:30,ASIANPAINT.NS,3335.800049,-0.662586908,6.565803145,0.985918095
2024-09-17 00:00:00+05:30,ASIANPAINT.NS,3312.800049,-0.689489767,6.565803145,0.985918095
2024-09-18 00:00:00+05:30,ASIANPAINT.NS,3274.649902,-1.151598223,6.565803145,0.985918095
2024-09-19 00:00:00+05:30,ASIANPAINT.NS,3293.850098,0.586328184,6.565803145,0.985918095
2024-09-20 00:00:00+05:30,ASIANPAINT.NS,3306.949951,0.397706426,6.565803145,0.985918095
2024-08-20 00:00:00+05:30,AXISBANK.NS,1168,,6.592465753,0.831027592
2024-08-21 00:00:00+05:30,AXISBANK.NS,1174.400024,0.547947296,6.592465753,0.831027592
2024-08-22 00:00:00+05:30,AXISBANK.NS,1169.949951,-0.378923122,6.592465753,0.831027592
2024-08-23 00:00:00+05:30,AXISBANK.NS,1165.949951,-0.341894967,6.592465753,0.831027592
2024-08-26 00:00:00+05:30,AXISBANK.NS,1170.300049,0.373094716,6.592465753,0.831027592
2024-08-27 00:00:00+05:30,AXISBANK.NS,1181.25,0.935653312,6.592465753,0.831027592
2024-08-28 00:00:00+05:30,AXISBANK.NS,1170.949951,-0.871961806,6.592465753,0.831027592
2024-08-29 00:00:00+05:30,AXISBANK.NS,1175.400024,0.380039577,6.592465753,0.831027592
2024-08-30 00:00:00+05:30,AXISBANK.NS,1175.25,-0.01276369,6.592465753,0.831027592
2024-09-02 00:00:00+05:30,AXISBANK.NS,1188.800049,1.152950336,6.592465753,0.831027592
2024-09-03 00:00:00+05:30,AXISBANK.NS,1191.599976,0.235525458,6.592465753,0.831027592
2024-09-04 00:00:00+05:30,AXISBANK.NS,1177.699951,-1.166500898,6.592465753,0.831027592
2024-09-05 00:00:00+05:30,AXISBANK.NS,1180.550049,0.242005415,6.592465753,0.831027592
2024-09-06 00:00:00+05:30,AXISBANK.NS,1158.75,-1.846600985,6.592465753,0.831027592
2024-09-09 00:00:00+05:30,AXISBANK.NS,1170.849976,1.044226588,6.592465753,0.831027592
2024-09-10 00:00:00+05:30,AXISBANK.NS,1187.199951,1.396419347,6.592465753,0.831027592
2024-09-11 00:00:00+05:30,AXISBANK.NS,1186.099976,-0.092652934,6.592465753,0.831027592
2024-09-12 00:00:00+05:30,AXISBANK.NS,1203.349976,1.454346206,6.592465753,0.831027592
2024-09-13 00:00:00+05:30,AXISBANK.NS,1217.449951,1.171726918,6.592465753,0.831027592
2024-09-16 00:00:00+05:30,AXISBANK.NS,1231.050049,1.117097064,6.592465753,0.831027592
2024-09-17 00:00:00+05:30,AXISBANK.NS,1232.099976,0.08528709,6.592465753,0.831027592
2024-09-18 00:00:00+05:30,AXISBANK.NS,1240.449951,0.677702764,6.592465753,0.831027592
2024-09-19 00:00:00+05:30,AXISBANK.NS,1242.699951,0.181385795,6.592465753,0.831027592
2024-09-20 00:00:00+05:30,AXISBANK.NS,1245,0.185084809,6.592465753,0.831027592
2024-08-20 00:00:00+05:30,BAJAJ-AUTO.NS,9779.700195,,22.10701716,1.547860601
2024-08-21 00:00:00+05:30,BAJAJ-AUTO.NS,9852,0.739284469,22.10701716,1.547860601
2024-08-22 00:00:00+05:30,BAJAJ-AUTO.NS,9914.200195,0.631345872,22.10701716,1.547860601
2024-08-23 00:00:00+05:30,BAJAJ-AUTO.NS,10406.4502,4.965100465,22.10701716,1.547860601
2024-08-26 00:00:00+05:30,BAJAJ-AUTO.NS,10432.5498,0.250802232,22.10701716,1.547860601
2024-08-27 00:00:00+05:30,BAJAJ-AUTO.NS,10501.59961,0.66186892,22.10701716,1.547860601
2024-08-28 00:00:00+05:30,BAJAJ-AUTO.NS,10656.75,1.477397696,22.10701716,1.547860601
2024-08-29 00:00:00+05:30,BAJAJ-AUTO.NS,10807.84961,1.41787702,22.10701716,1.547860601
2024-08-30 00:00:00+05:30,BAJAJ-AUTO.NS,10891.5498,0.774438934,22.10701716,1.547860601
2024-09-02 00:00:00+05:30,BAJAJ-AUTO.NS,11126.09961,2.153502568,22.10701716,1.547860601
2024-09-03 00:00:00+05:30,BAJAJ-AUTO.NS,11043.65039,-0.741043327,22.10701716,1.547860601
2024-09-04 00:00:00+05:30,BAJAJ-AUTO.NS,10963.7002,-0.723947178,22.10701716,1.547860601
2024-09-05 00:00:00+05:30,BAJAJ-AUTO.NS,10855.75,-0.984614623,22.10701716,1.547860601
2024-09-06 00:00:00+05:30,BAJAJ-AUTO.NS,10830.09961,-0.236283911,22.10701716,1.547860601
2024-09-09 00:00:00+05:30,BAJAJ-AUTO.NS,10847.59961,0.161586695,22.10701716,1.547860601
2024-09-10 00:00:00+05:30,BAJAJ-AUTO.NS,10987.75,1.291994503,22.10701716,1.547860601
2024-09-11 00:00:00+05:30,BAJAJ-AUTO.NS,11420.75,3.940752201,22.10701716,1.547860601
2024-09-12 00:00:00+05:30,BAJAJ-AUTO.NS,11723.5,2.650876694,22.10701716,1.547860601
2024-09-13 00:00:00+05:30,BAJAJ-AUTO.NS,11737.15039,0.116436138,22.10701716,1.547860601
2024-09-16 00:00:00+05:30,BAJAJ-AUTO.NS,11688.34961,-0.415780489,22.10701716,1.547860601
2024-09-17 00:00:00+05:30,BAJAJ-AUTO.NS,11950.2998,2.241122178,22.10701716,1.547860601
2024-09-18 00:00:00+05:30,BAJAJ-AUTO.NS,11764.65039,-1.553512607,22.10701716,1.547860601
2024-09-19 00:00:00+05:30,BAJAJ-AUTO.NS,11868,0.878475823,22.10701716,1.547860601
2024-09-20 00:00:00+05:30,BAJAJ-AUTO.NS,11941.7002,0.620999286,22.10701716,1.547860601
2024-08-20 00:00:00+05:30,BAJAJFINSV.NS,1602.099976,,19.64297347,1.370639458
2024-08-21 00:00:00+05:30,BAJAJFINSV.NS,1620.949951,1.176579232,19.64297347,1.370639458
2024-08-22 00:00:00+05:30,BAJAJFINSV.NS,1625.699951,0.293038042,19.64297347,1.370639458
2024-08-23 00:00:00+05:30,BAJAJFINSV.NS,1639.900024,0.873474421,19.64297347,1.370639458
2024-08-26 00:00:00+05:30,BAJAJFINSV.NS,1686.199951,2.823338378,19.64297347,1.370639458
2024-08-27 00:00:00+05:30,BAJAJFINSV.NS,1719,1.945205182,19.64297347,1.370639458
2024-08-28 00:00:00+05:30,BAJAJFINSV.NS,1713.5,-0.319953461,19.64297347,1.370639458
2024-08-29 00:00:00+05:30,BAJAJFINSV.NS,1755.650024,2.459878869,19.64297347,1.370639458
2024-08-30 00:00:00+05:30,BAJAJFINSV.NS,1783.050049,1.560676902,19.64297347,1.370639458
2024-09-02 00:00:00+05:30,BAJAJFINSV.NS,1840.550049,3.22481133,19.64297347,1.370639458
